seqID_header_	cls_	hmm_comb_	dtolID_	def_one_	def_two_	feature_	seqID_	start_	end_	length_	method_	plant_type_	class_	centromere_status_	ltr_identity_	rownames.tag
Chr15_50774839__50787407-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	50774839	50787407	12569	intact	monocot	Satellite	OUT	0.9928	Chr15_50774839__50787407-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr13_13680444__13692988-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr13	13680444	13692988	12545	intact	monocot	Satellite	OUT	0.9974	Chr13_13680444__13692988-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr10_20100776__20113366-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr10	20100776	20113366	12591	intact	monocot	Satellite	OUT	0.9914	Chr10_20100776__20113366-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr13_177972292__177984870-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr13	177972292	177984870	12579	intact	monocot	Satellite	OUT	0.993	Chr13_177972292__177984870-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr15_116903631__116916249-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	116903631	116916249	12619	intact	monocot	Satellite	OUT	0.9928	Chr15_116903631__116916249-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr18_97466648__97479260-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr18	97466648	97479260	12613	intact	monocot	Satellite	OUT	0.9801	Chr18_97466648__97479260-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr2_103819877__103832452-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	103819877	103832452	12576	intact	monocot	Satellite	OUT	0.994	Chr2_103819877__103832452-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr8_207953179__207965748-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	207953179	207965748	12570	intact	monocot	Satellite	OUT	0.997	Chr8_207953179__207965748-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr4_216559538__216572122-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr4	216559538	216572122	12585	intact	monocot	Satellite	OUT	0.995	Chr4_216559538__216572122-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr2_79459665__79472218-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	79459665	79472218	12554	intact	monocot	Satellite	OUT	0.9926	Chr2_79459665__79472218-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr7_195583242__195595839-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr7	195583242	195595839	12598	intact	monocot	Satellite	OUT	0.999	Chr7_195583242__195595839-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr9_42036244__42048845-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr9	42036244	42048845	12602	intact	monocot	Satellite	OUT	0.9895	Chr9_42036244__42048845-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr9_241587291__241599857-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr9	241587291	241599857	12567	intact	monocot	Satellite	OUT	0.992	Chr9_241587291__241599857-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr11_18900153__18912890-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	18900153	18912890	12738	intact	monocot	Satellite	OUT	0.9837	Chr11_18900153__18912890-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr3_8381040__8393627-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	8381040	8393627	12588	intact	monocot	Satellite	OUT	0.9928	Chr3_8381040__8393627-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr3_211775473__211787950-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	211775473	211787950	12478	intact	monocot	Satellite	OUT	0.997	Chr3_211775473__211787950-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr12_22275939__22288730-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr12	22275939	22288730	12792	intact	monocot	Satellite	OUT	0.9961	Chr12_22275939__22288730-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr5_206534637__206547178-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	206534637	206547178	12542	intact	monocot	Satellite	OUT	0.9889	Chr5_206534637__206547178-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr8_232785298__232797917-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	232785298	232797917	12620	intact	monocot	Satellite	OUT	0.99	Chr8_232785298__232797917-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr15_123799957__123812530-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr15	123799957	123812530	12574	intact	monocot	Satellite	OUT	0.997	Chr15_123799957__123812530-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr11_116620635__116633222-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	116620635	116633222	12588	intact	monocot	Satellite	OUT	0.991	Chr11_116620635__116633222-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr6_32679746__32692309-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr6	32679746	32692309	12564	intact	monocot	Satellite	OUT	0.9894	Chr6_32679746__32692309-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr8_32551488__32564044-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr8	32551488	32564044	12557	intact	monocot	Satellite	OUT	0.9739	Chr8_32551488__32564044-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr5_80952790__80965381-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	80952790	80965381	12592	intact	monocot	Satellite	OUT	0.9827	Chr5_80952790__80965381-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr2_77334695__77347205-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	77334695	77347205	12511	intact	monocot	Satellite	OUT	0.9848	Chr2_77334695__77347205-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr2_74132000__74144568-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	74132000	74144568	12569	intact	monocot	Satellite	OUT	0.9928	Chr2_74132000__74144568-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr7_221364001__221376597-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr7	221364001	221376597	12597	intact	monocot	Satellite	OUT	0.995	Chr7_221364001__221376597-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr14_49383205__49399035-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	49383205	49399035	15831	intact	monocot	Satellite	OUT	0.9881	Chr14_49383205__49399035-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr14_148373105__148385676-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	148373105	148385676	12572	intact	monocot	Satellite	IN	0.977	Chr14_148373105__148385676-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr14_154044736__154057307-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr14	154044736	154057307	12572	intact	monocot	Satellite	IN	0.976	Chr14_154044736__154057307-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr2_113488977__113501584-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr2	113488977	113501584	12608	intact	monocot	Satellite	OUT	0.98	Chr2_113488977__113501584-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr1_154297401__154309969-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr1	154297401	154309969	12569	intact	monocot	Satellite	OUT	0.969	Chr1_154297401__154309969-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr5_107435604__107448174-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr5	107435604	107448174	12571	intact	monocot	Satellite	OUT	0.98	Chr5_107435604__107448174-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr3_274664741__274677325-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr3	274664741	274677325	12585	intact	monocot	Satellite	OUT	0.966	Chr3_274664741__274677325-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr9_50186687__50198046-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr9	50186687	50198046	11360	intact	monocot	Satellite	OUT	0.9922	Chr9_50186687__50198046-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr9_50186687__50202983-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr9	50186687	50202983	16297	intact	monocot	Satellite	OUT	0.9934	Chr9_50186687__50202983-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr1_48012878__48025465-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr1	48012878	48025465	12588	intact	monocot	Satellite	OUT	0.9954	Chr1_48012878__48025465-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
Chr11_197014382__197026971-intact#Gypsy_LTR_retrotransposon	Gypsy_Athila	111110	laApoDist1	NA	NA	Gypsy_LTR_retrotransposon	Chr11	197014382	197026971	12590	intact	monocot	Satellite	OUT	0.9909	Chr11_197014382__197026971-intact#Gypsy_LTR_retrotransposon/Gypsy_Athila/111110/laApoDist1
